Transaction_ID,Date,Customer_ID,Customer_Segment,Region,Country,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Cost,Profit,Payment_Method,Invoice_Status,Discount_Applied (%),Tax (%),Net_Profit,Sales_Rep
TXN00326,09-08-2023,CUST4924,Enterprise,East,Germany,Furniture,Table,18,165.84,2985.12,2462.21,522.91,Net Banking,Pending,1.75,8.68,469.16,Charlie
TXN00327,19-05-2023,CUST7999,Consumer,North,UK,Furniture,Cabinet,8,467.27,3738.16,2540.64,1197.52,Credit Card,Pending,13.57,9.13,940.52,Bob
TXN00328,07-02-2023,CUST8538,Enterprise,West,USA,Furniture,Chair,11,176.49,1941.39,1430.19,511.2,UPI,Paid,14.12,13.09,381.55,Frank
TXN00329,24-03-2023,CUST6305,Enterprise,East,USA,Office Supplies,Envelope,1,53.6,53.6,48.11,5.49,Credit Card,Overdue,19.7,17.21,3.65,Bob
TXN00330,17-05-2023,CUST1183,Enterprise,East,Germany,Office Supplies,Notebook,13,228.89,2975.57,2233.03,742.54,UPI,Pending,1.2,16.76,610.67,Diana
TXN00331,26-12-2023,CUST9002,Enterprise,North,UK,Furniture,Cabinet,16,394.26,6308.16,4659.95,1648.21,Credit Card,Paid,4.99,14.32,1341.72,Bob
TXN00332,06-12-2023,CUST8299,SMB,West,UK,Electronics,Laptop,2,100.47,200.94,141.19,59.75,Credit Card,Paid,16.45,7.25,46.3,Eve
TXN00333,21-10-2023,CUST6884,SMB,South,USA,Furniture,Desk,15,222.58,3338.7,2167.89,1170.81,Credit Card,Pending,10.93,16.73,868.37,Diana
TXN00334,30-10-2023,CUST9662,Enterprise,East,USA,Electronics,Smartwatch,3,287.64,862.92,687.84,175.08,Net Banking,Pending,11.21,17.25,128.64,Charlie
TXN00335,02-03-2023,CUST5287,Consumer,South,India,Electronics,Tablet,5,68.17,340.85,304.78,36.07,Cash,Paid,1.34,12.73,31.06,Alice
TXN00336,26-12-2023,CUST3866,Corporate,East,Germany,Office Supplies,Notebook,13,288.31,3748.03,2582.05,1165.98,Cash,Paid,16.37,17.79,801.64,Alice
TXN00337,13-04-2023,CUST4806,Corporate,North,Germany,Office Supplies,Notebook,12,266.56,3198.72,2128.68,1070.04,Cash,Overdue,11.49,6.79,882.78,Bob
TXN00338,01-07-2023,CUST2449,Consumer,East,India,Furniture,Table,3,181.9,545.7,386.77,158.93,Credit Card,Paid,11.15,7.03,131.28,Frank
TXN00339,03-12-2023,CUST5591,Corporate,North,USA,Office Supplies,Notebook,14,196.69,2753.66,2320.02,433.64,Cash,Overdue,15.63,8.58,334.47,Charlie
TXN00340,01-03-2023,CUST8984,SMB,North,USA,Furniture,Cabinet,5,162.78,813.9,549.33,264.57,Net Banking,Pending,19.42,12.31,186.95,Frank
TXN00341,13-01-2023,CUST8566,SMB,East,UK,Office Supplies,Envelope,3,47.63,142.89,100.94,41.95,Wallet,Overdue,8.06,15.84,32.46,Eve
TXN00342,25-05-2023,CUST2073,Consumer,East,Germany,Electronics,Laptop,14,146.27,2047.78,1361.95,685.83,Wallet,Overdue,0.58,16.79,567.37,Diana
TXN00343,12-12-2023,CUST3284,Corporate,East,UK,Furniture,Desk,15,368.43,5526.45,4904.37,622.08,Cash,Pending,17.72,17.15,424.07,Charlie
TXN00344,13-04-2023,CUST2001,Consumer,North,Germany,Office Supplies,Notebook,10,164.26,1642.6,1006.78,635.82,Cash,Paid,7.96,10.77,522.18,Frank
TXN00345,22-06-2023,CUST3710,Consumer,South,USA,Furniture,Chair,14,62.73,878.22,729.31,148.91,UPI,Pending,4.99,12.12,124.33,Alice
TXN00346,17-08-2023,CUST3671,Enterprise,East,UK,Office Supplies,Notebook,11,359.29,3952.19,3197.36,754.83,Wallet,Paid,14.57,9.5,583.59,Frank
TXN00347,18-10-2023,CUST8701,Consumer,West,USA,Office Supplies,Stapler,13,495.26,6438.38,3912.8,2525.58,Wallet,Overdue,9.19,10.6,2050.37,Charlie
TXN00348,21-08-2023,CUST2814,Corporate,East,India,Office Supplies,Pen,15,253.48,3802.2,3327.24,474.96,Credit Card,Pending,3.42,10.44,410.83,Alice
TXN00349,15-03-2023,CUST1717,Corporate,North,USA,Furniture,Table,9,35.67,321.03,207.99,113.04,UPI,Pending,4.68,5.31,102.03,Eve
TXN00350,02-08-2023,CUST5780,SMB,East,India,Furniture,Desk,2,463.97,927.94,673.58,254.36,Net Banking,Overdue,8.4,5.13,221.04,Charlie
TXN00351,06-07-2023,CUST2881,Enterprise,South,India,Office Supplies,Stapler,15,29.73,445.95,346.28,99.67,Cash,Overdue,0.13,5.8,93.77,Charlie
TXN00352,10-10-2023,CUST5686,SMB,West,UK,Office Supplies,Stapler,14,105.28,1473.92,925.56,548.36,Cash,Pending,3.27,7.88,488.63,Alice
TXN00353,19-10-2023,CUST9711,Consumer,South,Germany,Furniture,Chair,15,436.64,6549.6,4093.88,2455.72,UPI,Overdue,1.03,11.4,2153.36,Eve
TXN00354,12-10-2023,CUST5290,SMB,West,UK,Furniture,Desk,19,115.96,2203.24,1459.82,743.42,Cash,Overdue,18.22,12.12,534.28,Alice
TXN00355,22-11-2023,CUST5926,Enterprise,South,USA,Furniture,Chair,4,296.57,1186.28,831.89,354.39,UPI,Paid,4.93,17.69,277.32,Diana
TXN00356,22-01-2023,CUST1691,Enterprise,East,Germany,Electronics,Tablet,19,211.54,4019.26,2701.58,1317.68,Credit Card,Paid,10.91,6.37,1099.14,Eve
TXN00357,09-12-2023,CUST7781,SMB,North,USA,Furniture,Desk,12,49.8,597.6,536.51,61.09,UPI,Overdue,19.77,17.7,40.34,Frank
TXN00358,08-06-2023,CUST6308,SMB,East,UK,Electronics,Smartwatch,2,222.84,445.68,327.1,118.58,UPI,Paid,10.01,13.38,92.43,Eve
TXN00359,17-04-2023,CUST3176,SMB,East,India,Office Supplies,Notebook,15,411.01,6165.15,3773.33,2391.82,Credit Card,Overdue,19.84,8.82,1748.18,Diana
TXN00360,30-06-2023,CUST7761,SMB,South,USA,Office Supplies,Notebook,11,489.78,5387.58,4321.66,1065.92,Cash,Overdue,6.49,13.79,859.29,Alice
TXN00361,01-07-2023,CUST4009,Consumer,West,USA,Furniture,Table,6,80.26,481.56,291.59,189.97,UPI,Pending,4.67,13.13,157.32,Alice
TXN00362,11-02-2023,CUST3350,Consumer,South,Germany,Electronics,Laptop,18,32.05,576.9,473.2,103.7,UPI,Pending,11.88,10.35,81.92,Alice
TXN00363,17-03-2023,CUST2881,Consumer,South,Germany,Electronics,Laptop,16,23.65,378.4,298.71,79.69,Credit Card,Overdue,10.96,7.27,65.8,Charlie
TXN00364,08-06-2023,CUST6197,Corporate,North,UK,Electronics,Smartwatch,7,255.14,1785.98,1108.77,677.21,Cash,Pending,2.55,15.4,558.31,Bob
TXN00365,28-11-2023,CUST7135,Corporate,West,India,Furniture,Table,16,497.26,7956.16,6218.89,1737.27,Credit Card,Paid,13.59,17.3,1241.47,Charlie
TXN00366,31-05-2023,CUST9671,Consumer,East,Germany,Office Supplies,Pen,4,169.65,678.6,433.17,245.43,Wallet,Paid,13.3,12.24,186.74,Frank
TXN00367,15-10-2023,CUST6675,Consumer,North,USA,Office Supplies,Envelope,2,165.95,331.9,288.18,43.72,Net Banking,Pending,2.36,5,40.55,Charlie
TXN00368,30-09-2023,CUST5571,SMB,South,USA,Furniture,Cabinet,8,448.26,3586.08,3037.7,548.38,Cash,Paid,11.06,15.56,411.84,Frank
TXN00369,21-11-2023,CUST5603,SMB,North,Germany,Office Supplies,Pen,12,57.36,688.32,449.52,238.8,Net Banking,Paid,1.75,5.86,220.87,Diana
TXN00370,15-02-2023,CUST2986,Consumer,East,USA,Electronics,Tablet,1,207.32,207.32,166.22,41.1,Cash,Overdue,7.29,14.6,32.54,Eve
TXN00371,30-12-2023,CUST8371,Enterprise,North,Germany,Electronics,Tablet,4,218.71,874.84,785.96,88.88,Net Banking,Paid,15.61,13.76,64.69,Alice
TXN00372,27-03-2023,CUST2499,Enterprise,East,India,Electronics,Laptop,11,106.16,1167.76,744.64,423.12,UPI,Pending,2.16,11.22,367.53,Charlie
TXN00373,18-03-2023,CUST1923,Consumer,West,Germany,Office Supplies,Envelope,7,487.98,3415.86,2535.42,880.44,Net Banking,Pending,5.91,17.12,686.58,Bob
TXN00374,02-10-2023,CUST3949,Corporate,West,USA,Electronics,Laptop,1,488.75,488.75,373.13,115.62,Wallet,Pending,17.87,5.97,89.29,Eve
TXN00375,20-11-2023,CUST8833,Corporate,South,Germany,Office Supplies,Stapler,5,20.26,101.3,70.38,30.92,Credit Card,Paid,15.33,14.13,22.48,Alice
TXN00376,26-04-2023,CUST6599,Consumer,East,USA,Furniture,Cabinet,9,132.93,1196.37,761.05,435.32,Wallet,Overdue,19.39,9.91,316.14,Frank
TXN00377,29-01-2023,CUST8008,Enterprise,South,USA,Office Supplies,Notebook,17,62.11,1055.87,669.68,386.19,Wallet,Paid,17.45,10.88,284.11,Alice
TXN00378,24-12-2023,CUST1506,SMB,North,Germany,Furniture,Desk,6,233.14,1398.84,1013.44,385.4,Credit Card,Pending,3.95,7.35,342.97,Alice
TXN00379,02-11-2023,CUST7106,Enterprise,North,India,Electronics,Smartwatch,2,28.66,57.32,45.05,12.27,UPI,Paid,0.84,9.73,10.98,Eve
TXN00380,18-10-2023,CUST1919,SMB,West,USA,Office Supplies,Stapler,14,82.7,1157.8,754.45,403.35,Cash,Overdue,3.03,10.63,349.55,Diana
TXN00381,17-01-2023,CUST4622,Enterprise,South,USA,Office Supplies,Pen,4,108.38,433.52,301.08,132.44,UPI,Pending,7.2,8.99,111.86,Eve
TXN00382,14-09-2023,CUST1441,Corporate,East,USA,Electronics,Laptop,6,305.63,1833.78,1541.3,292.48,Net Banking,Paid,8.45,17.94,219.73,Frank
TXN00383,06-09-2023,CUST3080,Corporate,North,Germany,Furniture,Table,7,491.44,3440.08,2152.94,1287.14,Cash,Paid,11.34,9.57,1031.97,Bob
TXN00384,29-06-2023,CUST6606,Consumer,West,USA,Furniture,Cabinet,7,452.18,3165.26,2263.05,902.21,Cash,Pending,8.85,5.63,776.07,Bob
TXN00385,11-01-2023,CUST5675,SMB,South,Germany,Electronics,Laptop,2,414.71,829.42,654.78,174.64,Credit Card,Overdue,11.97,10.38,137.78,Frank
TXN00386,16-06-2023,CUST9415,Enterprise,East,UK,Electronics,Smartphone,13,411.61,5350.93,4534.68,816.25,Cash,Pending,5.67,15.88,647.7,Charlie
TXN00387,22-10-2023,CUST4854,SMB,North,UK,Office Supplies,Stapler,19,373.72,7100.68,4780.52,2320.16,Net Banking,Pending,7.7,16.11,1796.51,Eve
TXN00388,27-05-2023,CUST4138,Enterprise,West,UK,Furniture,Desk,15,257.79,3866.85,2392.08,1474.77,Cash,Overdue,10.41,17.93,1084.35,Alice
TXN00389,12-11-2023,CUST7477,Consumer,North,India,Office Supplies,Stapler,7,31.59,221.13,144.97,76.16,Credit Card,Paid,9.02,9.3,62.85,Frank
TXN00390,19-07-2023,CUST3999,Consumer,North,USA,Electronics,Smartphone,14,264.1,3697.4,2491.14,1206.26,Credit Card,Overdue,19.79,13.9,833.05,Charlie
TXN00391,25-01-2023,CUST6649,Corporate,North,UK,Furniture,Desk,18,339.47,6110.46,3977.68,2132.78,Wallet,Overdue,6.62,14.96,1693.65,Alice
TXN00392,20-08-2023,CUST8235,Corporate,North,USA,Office Supplies,Notebook,8,279.43,2235.44,1987.19,248.25,Cash,Paid,3.39,5.66,226.26,Bob
TXN00393,04-12-2023,CUST5041,SMB,North,USA,Office Supplies,Stapler,12,45.64,547.68,374.71,172.97,Credit Card,Overdue,15.65,17.9,119.78,Eve
TXN00394,26-01-2023,CUST7893,Corporate,South,India,Electronics,Smartphone,19,372.44,7076.36,5545.62,1530.74,Net Banking,Pending,16.21,8.54,1173.07,Diana
TXN00395,06-07-2023,CUST2312,SMB,West,UK,Electronics,Laptop,17,479.03,8143.51,7060.76,1082.75,Net Banking,Pending,8.05,11.75,878.61,Frank
TXN00396,30-05-2023,CUST7671,Enterprise,West,UK,Electronics,Laptop,8,87.78,702.24,621.33,80.91,Cash,Pending,18.14,17.89,54.38,Alice
TXN00397,14-05-2023,CUST5758,SMB,West,UK,Office Supplies,Stapler,13,300.95,3912.35,3022.99,889.36,Credit Card,Paid,9.43,12.2,707.22,Eve
TXN00398,29-03-2023,CUST5530,Corporate,East,USA,Office Supplies,Notebook,9,374.92,3374.28,2442.04,932.24,Cash,Pending,10.26,6.7,780.54,Alice
TXN00399,09-12-2023,CUST7772,Enterprise,North,Germany,Electronics,Laptop,18,213.6,3844.8,3354.22,490.58,Cash,Pending,1.83,9.14,437.58,Bob
TXN00400,17-06-2023,CUST6622,Consumer,East,India,Office Supplies,Notebook,17,187.21,3182.57,2029.25,1153.32,Net Banking,Pending,12.84,8.58,918.98,Alice
TXN00401,06-05-2023,CUST4553,Consumer,West,USA,Electronics,Tablet,19,309.71,5884.49,4052.79,1831.7,Credit Card,Paid,6.55,7.14,1589.51,Diana
TXN00402,26-12-2023,CUST2462,Corporate,South,India,Electronics,Smartphone,6,298.93,1793.58,1112.4,681.18,Credit Card,Overdue,1.76,7.23,620.81,Frank
TXN00403,01-09-2023,CUST9465,Enterprise,West,Germany,Electronics,Smartphone,15,199.85,2997.75,2575.2,422.55,Cash,Paid,5.87,8.46,364.1,Charlie
TXN00404,04-11-2023,CUST4332,Enterprise,East,USA,Office Supplies,Notebook,13,19.28,250.64,205.72,44.92,Cash,Overdue,2.66,13.3,37.91,Frank
TXN00405,13-09-2023,CUST5616,Corporate,North,UK,Office Supplies,Pen,10,430.96,4309.6,3232.28,1077.32,Wallet,Paid,4.78,14.85,873.49,Diana
TXN00406,18-07-2023,CUST1571,SMB,East,Germany,Office Supplies,Pen,14,193.23,2705.22,2342.41,362.81,Credit Card,Overdue,19.31,10.12,263.12,Alice
TXN00407,10-05-2023,CUST4084,Corporate,East,Germany,Furniture,Cabinet,6,189.81,1138.86,733.62,405.24,Net Banking,Pending,6.27,13.27,329.43,Frank
TXN00408,11-11-2023,CUST8099,SMB,South,UK,Furniture,Desk,9,191.41,1722.69,1421.88,300.81,Net Banking,Overdue,2.86,13.55,252.61,Diana
TXN00409,07-01-2023,CUST2167,SMB,South,Germany,Office Supplies,Envelope,18,165.3,2975.4,2507.21,468.19,UPI,Paid,6.05,16.16,368.78,Charlie
TXN00410,10-01-2023,CUST7691,Consumer,South,Germany,Furniture,Cabinet,6,344.44,2066.64,1445.58,621.06,Credit Card,Pending,12.91,11.64,477.92,Charlie
TXN00411,11-10-2023,CUST5994,SMB,South,India,Furniture,Cabinet,16,171.12,2737.92,2186.76,551.16,Net Banking,Overdue,18.91,9.07,406.4,Charlie
TXN00412,23-11-2023,CUST4968,Consumer,East,Germany,Furniture,Desk,3,437.79,1313.37,854.55,458.82,Net Banking,Paid,9.51,16.04,348.59,Diana
TXN00413,28-03-2023,CUST4624,SMB,East,USA,Electronics,Smartphone,18,206.88,3723.84,2879.83,844.01,Net Banking,Overdue,9.54,15.31,646.6,Charlie
TXN00414,24-06-2023,CUST6565,SMB,West,USA,Office Supplies,Envelope,17,159.08,2704.36,1735.59,968.77,UPI,Pending,6.13,9.24,825.36,Frank
TXN00415,27-01-2023,CUST7414,Corporate,West,UK,Office Supplies,Stapler,15,433.11,6496.65,4155.82,2340.83,Cash,Pending,18.23,7.88,1763.27,Bob
TXN00416,20-03-2023,CUST8265,Corporate,South,UK,Electronics,Tablet,6,40.93,245.58,176.58,69,UPI,Paid,9.03,16.3,52.54,Frank
TXN00417,03-04-2023,CUST5435,Consumer,North,India,Furniture,Cabinet,5,411.92,2059.6,1636.61,422.99,Credit Card,Overdue,9.16,8.34,352.2,Bob
TXN00418,12-05-2023,CUST1596,SMB,South,USA,Furniture,Chair,7,424.37,2970.59,2013.71,956.88,Net Banking,Paid,11.42,11.22,752.5,Bob
TXN00419,04-07-2023,CUST6953,Consumer,East,Germany,Furniture,Desk,2,92.23,184.46,117.34,67.12,Credit Card,Pending,14.46,8.01,52.82,Alice
TXN00420,04-08-2023,CUST8299,Enterprise,North,USA,Office Supplies,Stapler,1,362.17,362.17,229.32,132.85,Wallet,Pending,2.16,8.02,119.56,Bob
TXN00421,28-12-2023,CUST5567,Enterprise,North,India,Furniture,Table,13,372.15,4837.95,3899.17,938.78,Cash,Pending,17.55,15.05,657.53,Frank
TXN00422,13-10-2023,CUST3809,Corporate,South,Germany,Office Supplies,Stapler,18,493.58,8884.44,7341.84,1542.6,UPI,Paid,17.73,10.18,1139.9,Bob
TXN00423,29-12-2023,CUST2820,Consumer,South,USA,Electronics,Tablet,15,207.71,3115.65,2088.81,1026.84,Net Banking,Pending,6.75,15.76,806.62,Frank
TXN00424,24-11-2023,CUST1240,Consumer,West,Germany,Office Supplies,Stapler,19,219.8,4176.2,2582.68,1593.52,Wallet,Overdue,7.27,10.7,1319.56,Charlie
TXN00425,31-07-2023,CUST3173,Consumer,East,India,Furniture,Table,1,477.17,477.17,294.92,182.25,UPI,Paid,6.29,13.76,147.29,Frank
TXN00426,05-10-2023,CUST2910,SMB,North,Germany,Furniture,Cabinet,18,103.16,1856.88,1571.62,285.26,Cash,Pending,1.56,17.42,231.89,Charlie
TXN00427,04-10-2023,CUST9683,SMB,North,USA,Furniture,Desk,1,419.85,419.85,315.2,104.65,Credit Card,Paid,16.06,17.75,72.25,Eve
TXN00428,23-11-2023,CUST3155,SMB,South,USA,Electronics,Smartwatch,14,276.83,3875.62,2511.26,1364.36,Net Banking,Pending,3.35,9.03,1199.58,Eve
TXN00429,20-05-2023,CUST2861,Corporate,West,India,Electronics,Laptop,15,278.05,4170.75,2611.87,1558.88,UPI,Pending,8.27,5.52,1351.03,Bob
TXN00430,01-12-2023,CUST2067,SMB,South,India,Office Supplies,Envelope,13,427.93,5563.09,3531.15,2031.94,Cash,Paid,10.07,15.78,1538.97,Frank
TXN00431,29-04-2023,CUST4791,Corporate,North,USA,Office Supplies,Stapler,3,104.09,312.27,201.04,111.23,Credit Card,Paid,18.35,16.54,75.8,Bob
TXN00432,12-02-2023,CUST1616,Consumer,North,USA,Furniture,Cabinet,10,82.77,827.7,644.73,182.97,Wallet,Paid,7.64,6.72,157.63,Bob
TXN00433,25-04-2023,CUST5078,Corporate,East,Germany,Electronics,Smartwatch,15,382.06,5730.9,4663.8,1067.1,Net Banking,Pending,9.45,9.92,870.41,Bob
TXN00434,18-07-2023,CUST4672,SMB,West,USA,Office Supplies,Notebook,1,428.29,428.29,350.16,78.13,Net Banking,Paid,7.74,6.05,67.72,Frank
TXN00435,30-04-2023,CUST5704,Consumer,West,India,Electronics,Laptop,9,177.99,1601.91,1014.72,587.19,UPI,Pending,4.12,14.64,480.57,Eve
TXN00436,02-07-2023,CUST1924,Enterprise,South,India,Electronics,Laptop,10,91.45,914.5,800.14,114.36,UPI,Paid,7.44,14.88,90.1,Diana
TXN00437,04-12-2023,CUST8162,Enterprise,West,Germany,Office Supplies,Stapler,12,34.31,411.72,278.78,132.94,Wallet,Paid,17.45,6.13,103.01,Bob
TXN00438,05-08-2023,CUST1153,Corporate,West,India,Furniture,Desk,3,182.31,546.93,477.4,69.53,Credit Card,Paid,8.62,9.06,57.78,Charlie
TXN00439,29-12-2023,CUST8216,SMB,South,UK,Electronics,Laptop,7,176.22,1233.54,941.66,291.88,Cash,Pending,7.9,5.67,253.58,Bob
TXN00440,28-04-2023,CUST3511,Enterprise,South,Germany,Electronics,Tablet,6,321.02,1926.12,1263.39,662.73,Credit Card,Pending,10.91,7.65,545.26,Alice
TXN00441,26-01-2023,CUST4192,Consumer,West,UK,Office Supplies,Envelope,4,360.41,1441.64,1278.94,162.7,Wallet,Pending,5.99,17.51,126.17,Alice
TXN00442,26-09-2023,CUST4661,Enterprise,South,USA,Furniture,Chair,16,10.46,167.36,102.39,64.97,Credit Card,Overdue,4.85,13.62,53.4,Frank
TXN00443,31-10-2023,CUST6499,Corporate,West,Germany,Office Supplies,Notebook,3,251.26,753.78,610.76,143.02,Wallet,Pending,11.47,9.44,114.66,Eve
TXN00444,26-08-2023,CUST6253,Consumer,West,Germany,Furniture,Table,12,422.63,5071.56,3977.32,1094.24,Cash,Overdue,3.83,12.22,923.74,Charlie
TXN00445,19-09-2023,CUST3131,SMB,North,UK,Electronics,Smartwatch,7,425.3,2977.1,1948.65,1028.45,Net Banking,Pending,14.8,15.26,742.53,Alice
TXN00446,28-09-2023,CUST7085,Consumer,South,India,Electronics,Smartphone,11,355.12,3906.32,3432.01,474.31,Cash,Overdue,6.13,8.45,407.61,Bob
TXN00447,20-05-2023,CUST1363,SMB,South,USA,Electronics,Laptop,17,69.44,1180.48,815.51,364.97,Net Banking,Paid,11.29,12.81,282.29,Eve
TXN00448,20-12-2023,CUST6204,Corporate,North,Germany,Furniture,Chair,19,462.08,8779.52,7275.27,1504.25,UPI,Pending,3.84,13.67,1248.75,Alice
TXN00449,20-05-2023,CUST7984,Corporate,West,USA,Office Supplies,Envelope,4,106.8,427.2,359.51,67.69,Wallet,Paid,7.71,11.59,55.23,Frank
TXN00450,30-08-2023,CUST8124,Corporate,North,Germany,Furniture,Table,7,447.77,3134.39,2245.32,889.07,Credit Card,Paid,14.49,15.87,639.59,Eve
TXN00451,13-02-2023,CUST3603,Corporate,East,USA,Furniture,Table,17,315.52,5363.84,3319.85,2043.99,Net Banking,Pending,13.46,9.38,1602.95,Frank
TXN00452,07-12-2023,CUST7200,Corporate,East,Germany,Electronics,Tablet,18,46.7,840.6,531.13,309.47,Wallet,Pending,3.9,11.56,263.02,Diana
TXN00453,01-02-2023,CUST9216,SMB,East,USA,Electronics,Smartwatch,8,418.74,3349.92,2128.51,1221.41,Credit Card,Paid,5.02,6.31,1086.89,Eve
TXN00454,14-08-2023,CUST9787,SMB,East,USA,Electronics,Laptop,18,172.89,3112.02,2161.8,950.22,Cash,Pending,7.34,6.29,825.09,Diana
TXN00455,26-06-2023,CUST1138,Corporate,South,USA,Electronics,Tablet,13,353.42,4594.46,3149.79,1444.67,Net Banking,Pending,9.11,11.27,1165.08,Charlie
TXN00456,06-11-2023,CUST6839,Consumer,West,Germany,Furniture,Chair,8,94.24,753.92,576.14,177.78,UPI,Pending,1.28,9.13,159.48,Charlie
TXN00457,31-03-2023,CUST3663,SMB,South,USA,Office Supplies,Envelope,2,17.85,35.7,31.74,3.96,Cash,Paid,12.06,6.04,3.27,Eve
TXN00458,09-10-2023,CUST4159,Enterprise,West,UK,Furniture,Desk,9,209.14,1882.26,1626.18,256.08,Cash,Overdue,17.98,13.11,182.5,Eve
TXN00459,27-06-2023,CUST1654,Corporate,West,UK,Office Supplies,Envelope,3,157.47,472.41,309.53,162.88,Cash,Pending,9.48,7.94,135.73,Bob
TXN00460,31-05-2023,CUST6972,Enterprise,North,India,Electronics,Tablet,7,112.46,787.22,503.12,284.1,Cash,Overdue,8.51,12.35,227.82,Eve
TXN00461,28-12-2023,CUST9075,Corporate,North,Germany,Electronics,Smartwatch,9,273.8,2464.2,2153.63,310.57,Wallet,Overdue,2.67,17.16,250.41,Eve
TXN00462,13-04-2023,CUST3665,Consumer,West,USA,Furniture,Cabinet,10,220.04,2200.4,1735.13,465.27,Credit Card,Paid,18.59,7.66,349.76,Alice
TXN00463,23-05-2023,CUST7821,SMB,North,India,Office Supplies,Notebook,19,109.71,2084.49,1847.62,236.87,UPI,Paid,8.1,8.11,200.03,Eve
TXN00464,09-01-2023,CUST1572,Consumer,South,UK,Office Supplies,Notebook,2,380.53,761.06,546.54,214.52,Credit Card,Overdue,8.89,14.65,166.82,Bob
TXN00465,02-12-2023,CUST7731,Enterprise,North,USA,Furniture,Chair,7,335.23,2346.61,1491.2,855.41,Net Banking,Overdue,17.31,12.5,618.92,Frank
TXN00466,31-03-2023,CUST6565,Corporate,East,USA,Electronics,Tablet,9,296.8,2671.2,1808.2,863,Credit Card,Overdue,15.95,11.6,641.21,Charlie
TXN00467,26-10-2023,CUST5022,Enterprise,North,Germany,Furniture,Desk,15,361.51,5422.65,3975.18,1447.47,Wallet,Pending,19.33,14.06,1003.5,Frank
TXN00468,24-04-2023,CUST9945,SMB,West,India,Office Supplies,Pen,4,440.1,1760.4,1163.97,596.43,Cash,Overdue,16.45,9.05,453.22,Eve
TXN00469,25-05-2023,CUST4057,Consumer,North,UK,Furniture,Chair,18,96.08,1729.44,1303.92,425.52,Wallet,Overdue,9.43,7.96,354.72,Diana
TXN00470,27-04-2023,CUST1579,SMB,South,USA,Electronics,Tablet,10,233.8,2338,1633.72,704.28,Cash,Pending,9.21,14.23,548.43,Diana
TXN00471,08-05-2023,CUST3738,Consumer,West,India,Electronics,Tablet,14,100.31,1404.34,859.19,545.15,Credit Card,Paid,15.49,6.75,429.61,Diana
TXN00472,23-10-2023,CUST8338,SMB,East,Germany,Furniture,Chair,13,383.33,4983.29,4325.45,657.84,Cash,Overdue,10.71,11.2,521.6,Bob
TXN00473,05-04-2023,CUST1261,Consumer,North,UK,Furniture,Cabinet,16,481.41,7702.56,5797.62,1904.94,Wallet,Pending,5.57,17.47,1484.58,Eve
TXN00474,18-01-2023,CUST6724,SMB,West,India,Electronics,Smartphone,3,412.09,1236.27,887.25,349.02,Net Banking,Paid,8.79,11.64,281.29,Diana
TXN00475,21-06-2023,CUST5052,Enterprise,East,Germany,Office Supplies,Notebook,19,136.77,2598.63,1829.85,768.78,Credit Card,Paid,12.5,17.19,557.05,Frank
TXN00476,10-07-2023,CUST4625,Corporate,East,Germany,Electronics,Smartphone,15,271.73,4075.95,3287.26,788.69,Net Banking,Paid,4.26,16.27,632.24,Frank
TXN00477,08-09-2023,CUST9134,Consumer,East,Germany,Electronics,Smartwatch,6,73.32,439.92,271.57,168.35,Wallet,Paid,4.55,12.07,141.29,Frank
TXN00478,21-11-2023,CUST6176,SMB,West,USA,Electronics,Laptop,11,93.53,1028.83,735.98,292.85,Wallet,Paid,15.64,11.29,219.16,Eve
TXN00479,02-08-2023,CUST8378,Consumer,West,Germany,Electronics,Smartphone,17,377.79,6422.43,4308.16,2114.27,Net Banking,Overdue,3.71,7.37,1885.79,Frank
TXN00480,26-05-2023,CUST8194,Enterprise,South,UK,Office Supplies,Pen,18,435.31,7835.58,6072.04,1763.54,UPI,Overdue,7.78,6.71,1517.21,Charlie
TXN00481,20-07-2023,CUST8367,SMB,East,UK,Furniture,Chair,14,180.55,2527.7,2195.73,331.97,Wallet,Paid,17.78,7.09,253.59,Frank
TXN00482,30-05-2023,CUST5911,Enterprise,North,USA,Office Supplies,Envelope,15,199.28,2989.2,2110.5,878.7,Credit Card,Overdue,9.82,9.17,719.75,Bob
TXN00483,25-10-2023,CUST7523,Enterprise,East,USA,Furniture,Table,15,292.51,4387.65,3926.96,460.69,Wallet,Overdue,13.63,14.31,340.96,Diana
TXN00484,29-04-2023,CUST1709,Corporate,South,India,Furniture,Cabinet,2,422.39,844.78,514.56,330.22,UPI,Paid,9.21,7.83,276.33,Frank
TXN00485,08-12-2023,CUST1508,Enterprise,North,Germany,Electronics,Tablet,13,276.95,3600.35,2295.92,1304.43,Credit Card,Pending,15.21,14.39,946.87,Alice
TXN00486,07-08-2023,CUST4557,Enterprise,West,UK,Office Supplies,Stapler,4,128.41,513.64,318.67,194.97,Net Banking,Overdue,5.36,10.62,164.92,Eve
TXN00487,20-11-2023,CUST1845,Consumer,East,USA,Electronics,Smartwatch,8,123.88,991.04,783.61,207.43,UPI,Paid,15.55,7.94,161.27,Diana
TXN00488,20-06-2023,CUST3581,SMB,East,UK,Office Supplies,Stapler,12,366.24,4394.88,3550.52,844.36,Cash,Paid,2.09,12.4,724.2,Eve
